RANK,GENE_SYMBOL,NUMBER_PATHWAYS
7840,TAOK2,1
7841,PYY,1
7842,SLURP1,1
7843,TAAR5,1
7844,TAAR2,1
7845,ATP6AP2,1
7846,TAAR1,1
7847,ENPEP,1
7848,SPX,1
7849,LNPEP,1
7850,SLURP2,1
7851,MRGPRD,1
7852,NLN,1
7853,PREP,1
7854,QRFP,1
7855,IRF5,1
7856,IL16,1
7857,TOLLIP,1
7858,ANTXR1,1
7859,ANTXR2,1
7860,CARD16,1
7861,CARD18,1
7862,CARD6,1
7863,CARD8,1
7864,QRFPR,1
7865,RNR2,1
7866,PSTPIP1,1
7867,TAAR8,1
7868,PYDC1,1
7869,GSDME,1
7870,TREX1,1
7871,ZCCHC3,1
7872,ZDHHC1,1
7873,ZDHHC11,1
7874,ZDHHC11B,1
7875,MRPS26,1
7876,CLEC1B,1
7877,CLEC4D,1
7878,MRPS25,1
7879,CLEC6A,1
7880,MRPS24,1
7881,MRPS23,1
7882,MRPS22,1
7883,MRPS21,1
7884,MRPS2,1
7885,MRPS18C,1
7886,GFAP,1
7887,IL22RA2,1
7888,PTPN2,1
7889,MRPS18A,1
7890,MRPS17,1
7891,MRPS16,1
7892,G3BP1,1
7893,DDX41,1
7894,MRPS27,1
7895,MRPS34,1
7896,PYDC2,1
7897,PYDC5,1
7898,MRPS9,1
7899,MRPS7,1
7900,SUGT1,1
7901,TP53BP1,1
7902,TRIP6,1
7903,MRPS6,1
7904,MRPS5,1
7905,MRPS35,1
7906,TXNIP,1
7907,ZNFX1,1
7908,MRPS33,1
7909,AZI2,1
7910,MRPS31,1
7911,DHX58,1
7912,MRPS30,1
7913,MRPS28,1
7914,OTUD5,1
7915,RNF125,1
7916,SIKE1,1
7917,TBKBP1,1
7918,TAAR6,1
7919,SIGLEC9,1
7920,OTX1,1
7921,SERPINE2,1
7922,CFHR4,1
7923,CFHR5,1
7924,CDC14A,1
7925,CLU,1
7926,TNPO2,1
7927,TNPO1,1
7928,TMEM33,1
7929,HCAR2,1
7930,F10,1
7931,F11,1
7932,F12,1
7933,HCAR3,1
7934,F5,1
7935,F7,1
7936,F8,1
7937,F9,1
7938,KLKB1,1
7939,PROC,1
7940,PROCR,1
7941,SERPINA1,1
7942,SERPINA5,1
7943,SERPINB2,1
7944,SERPINC1,1
7945,CFHR3,1
7946,CFHR2,1
7947,CFHR1,1
7948,A2M,1
7949,CSTF2T,1
7950,POU5F1,1
7951,POU5F1B,1
7952,CSTF2,1
7953,RIF1,1
7954,SMARCAD1,1
7955,TBX3,1
7956,CSTF1,1
7957,ZFHX3,1
7958,ZIC3,1
7959,CPSF3,1
7960,CDC14B,1
7961,CPSF2,1
7962,CPSF1,1
7963,CLP1,1
7964,XPOT,1
7965,XPO7,1
7966,XPO6,1
7967,XPO5,1
7968,XPO4,1
7969,HCAR1,1
7970,CDC14C,1
7971,SERPIND1,1
7972,SERPINF2,1
7973,PADI4,1
7974,TFPI,1
7975,IPO5,1
7976,IPO4,1
7977,IPO13,1
7978,IPO11,1
7979,CXCL17,1
7980,AHCTF1,1
7981,AAAS,1
7982,GDF1,1
7983,GDF10,1
7984,GDF11,1
7985,GDF15,1
7986,GDF2,1
7987,GDF3,1
7988,GDF9,1
7989,NPR3,1
7990,GUCA2B,1
7991,GUCA2A,1
7992,VGF,1
7993,UTS2R,1
7994,UTS2B,1
7995,UTS2,1
7996,TMEM97,1
7997,TAAR9,1
7998,IPO7,1
7999,IPO8,1
8000,IPO9,1
8001,ACVRL1,1
8002,ATRX,1
8003,VSIG4,1
8004,ADAMTS13,1
8005,FERMT3,1
8006,SNUPN,1
8007,SOX9,1
8008,SUCNR1,1
8009,IFI30,1
8010,RANGAP1,1
8011,RANBP17,1
8012,BMP10,1
8013,SLC17A9,1
8014,PHAX,1
8015,BMP3,1
8016,KLRC4,1
8017,NUP42,1
8018,CD27,1
8019,CD70,1
8020,AZU1,1
8021,CLCN3,1
8022,CLCN4,1
8023,CLCN5,1
8024,ZCCHC7,1
8025,POLR1A,1
8026,SERPINF1,1
8027,NTN4,1
8028,SNRPC,1
8029,SNRPB2,1
8030,SNRPA1,1
8031,PLXNB1,1
8032,PLXNB2,1
8033,PLXNB3,1
8034,PLXNC1,1
8035,RGS3,1
8036,RHOD,1
8037,RND1,1
8038,SNRPA,1
8039,SNRNP70,1
8040,SNRNP40,1
8041,SEMA3A,1
8042,SEMA3B,1
8043,SEMA3C,1
8044,SEMA3D,1
8045,SEMA3E,1
8046,SEMA3F,1
8047,SEMA3G,1
8048,SEMA4A,1
8049,SEMA4B,1
8050,SEMA4C,1
8051,SNRPD2,1
8052,NTN3,1
8053,POLR1B,1
8054,SNRPE,1
8055,EFNB1,1
8056,EFNB2,1
8057,EFNB3,1
8058,EPHA1,1
8059,EPHA3,1
8060,EPHA4,1
8061,EPHA5,1
8062,EPHA6,1
8063,EPHA7,1
8064,EPHA8,1
8065,EPHB1,1
8066,EPHB2,1
8067,EPHB3,1
8068,EPHB4,1
8069,EPHB6,1
8070,FES,1
8071,LRIG2,1
8072,SLK,1
8073,REC8,1
8074,SRSF10,1
8075,SNRPG,1
8076,SNRPF,1
8077,NGEF,1
8078,SEMA4D,1
8079,SEMA4F,1
8080,SEMA4G,1
8081,SEMA5A,1
8082,RBMX,1
8083,RBM25,1
8084,RBM22,1
8085,RBM17,1
8086,PUF60,1
8087,PRPF8,1
8088,PRPF6,1
8089,FOSL2,1
8090,PRPF40B,1
8091,PRPF40A,1
8092,PRPF4,1
8093,PRPF38B,1
8094,PRPF38A,1
8095,PRPF31,1
8096,PRPF3,1
8097,FBXO43,1
8098,PRPF18,1
8099,PQBP1,1
8100,PPIL1,1
8101,PPIH,1
8102,PPIE,1
8103,OSCAR,1
8104,PLRG1,1
8105,RBMX2,1
8106,RBMXL1,1
8107,SH2D2A,1
8108,SLU7,1
8109,SEMA5B,1
8110,SEMA6A,1
8111,SEMA6B,1
8112,SEMA6C,1
8113,SEMA6D,1
8114,SEMA7A,1
8115,SNRNP27,1
8116,SNRNP200,1
8117,SNIP1,1
8118,SMNDC1,1
8119,SF3B6,1
8120,RP9,1
8121,SF3B5,1
8122,SF3B4,1
8123,SF3B3,1
8124,SF3B2,1
8125,SF3B1,1
8126,SF3A3,1
8127,SF3A2,1
8128,SF3A1,1
8129,SF1,1
8130,SART1,1
8131,DPYSL5,1
8132,DPYSL2,1
8133,SYF2,1
8134,EVC,1
8135,DTX2,1
8136,DTX3,1
8137,DTX3L,1
8138,DTX4,1
8139,CD82,1
8140,ARLN,1
8141,AIFM2,1
8142,STAG3,1
8143,PSMB9,1
8144,PSMB8,1
8145,NRARP,1
8146,NUMB,1
8147,NUMBL,1
8148,CASQ1,1
8149,SPEN,1
8150,PSMB11,1
8151,CDON,1
8152,PSMB10,1
8153,CSNK1G1,1
8154,CSNK1G2,1
8155,CSNK1G3,1
8156,DHH,1
8157,DISP1,1
8158,DTX1,1
8159,EI24,1
8160,GORAB,1
8161,GET1,1
8162,SFRP1,1
8163,SFRP2,1
8164,SFRP4,1
8165,SFRP5,1
8166,GET4,1
8167,SOX17,1
8168,TBL1X,1
8169,TBL1XR1,1
8170,TBL1Y,1
8171,GET3,1
8172,BAG6,1
8173,GTSE1,1
8174,SIPA1L3,1
8175,PSMF1,1
8176,PSME4,1
8177,PPM1D,1
8178,PERP,1
8179,SKAP1,1
8180,VANGL1,1
8181,VANGL2,1
8182,WIF1,1
8183,ZNRF3,1
8184,EFCAB7,1
8185,EVC2,1
8186,TCERG1,1
8187,GAS1,1
8188,IGSF1,1
8189,U2SURP,1
8190,U2AF2,1
8191,LEMD3,1
8192,LRRC32,1
8193,LTBP1,1
8194,NBL1,1
8195,NOG,1
8196,NRROS,1
8197,PITX2,1
8198,ERLN,1
8199,RGMB,1
8200,SKI,1
8201,TXNL4A,1
8202,SMAD6,1
8203,TFR2,1
8204,TGIF1,1
8205,TGIF2,1
8206,THSD4,1
8207,TMEM53,1
8208,ABLIM1,1
8209,ABLIM2,1
8210,ABLIM3,1
8211,USP39,1
8212,WBP11,1
8213,XAB2,1
8214,SPOP,1
8215,GPR161,1
8216,HHAT,1
8217,HHATL,1
8218,IQCE,1
8219,LPGAT1,1
8220,MEGF8,1
8221,MOSMO,1
8222,SCUBE2,1
8223,POMP,1
8224,LYPLA2,1
8225,SPOPL,1
8226,HJV,1
8227,MBOAT7,1
8228,CHRD,1
8229,ZMAT2,1
8230,EMP3,1
8231,YJU2,1
8232,FMOD,1
8233,FST,1
8234,GREM1,1
8235,GREM2,1
8236,HFE,1
8237,PHF5A,1
8238,TMEM64,1
8239,TREM2,1
8240,TTK,1
8241,TGM1,1
8242,TGM3,1
8243,TGM5,1
8244,ORAI3,1
8245,TMEM79,1
8246,AFP,1
8247,CRB1,1
8248,CRB2,1
8249,DNA2,1
8250,PNPLA6,1
8251,TAF9B,1
8252,TAF9,1
8253,TAF8,1
8254,TAF7L,1
8255,TAF7,1
8256,DLG5,1
8257,TAF6L,1
8258,TAF6,1
8259,TAF5L,1
8260,TAF5,1
8261,WAPL,1
8262,TAF3,1
8263,TAF2,1
8264,TCHHL1,1
8265,TCHH,1
8266,ORAI2,1
8267,POLA1,1
8268,S100A12,1
8269,S100A13,1
8270,S100A14,1
8271,S100A16,1
8272,S100A2,1
8273,S100A3,1
8274,S100A4,1
8275,S100A5,1
8276,S100A6,1
8277,POLA2,1
8278,SDR9C7,1
8279,SPRR5,1
8280,SPRR1A,1
8281,SPRR1B,1
8282,SPRR2A,1
8283,SPRR2B,1
8284,SPRR2D,1
8285,SPRR2E,1
8286,SPRR2F,1
8287,SPRR2G,1
8288,SPRR3,1
8289,SPRR4,1
8290,TAF1L,1
8291,TAF13,1
8292,PRIM1,1
8293,TAF12,1
8294,PDS5B,1
8295,PDS5A,1
8296,ORC6,1
8297,ORC5,1
8298,DMP1,1
8299,DSPP,1
8300,FRAS1,1
8301,FREM1,1
8302,FREM2,1
8303,ORC4,1
8304,POLR1H,1
8305,POLR1G,1
8306,POLR1F,1
8307,POLR1E,1
8308,HMMR,1
8309,MEPE,1
8310,NPNT,1
8311,ORC3,1
8312,ORC2,1
8313,SV2A,1
8314,SV2B,1
8315,SV2C,1
8316,ALCAM,1
8317,PARVG,1
8318,PARVB,1
8319,PARVA,1
8320,STAG1,1
8321,TAF11,1
8322,TAF10,1
8323,TAF1,1
8324,TRIP13,1
8325,TICRR,1
8326,TFDP2,1
8327,GTF2F2,1
8328,GTF2F1,1
8329,STAG2,1
8330,TP53BP2,1
8331,SLN,1
8332,FLNB,1
8333,STIM2,1
8334,DCHS1,1
8335,DCHS2,1
8336,FAT4,1
8337,RASSF2,1
8338,RASSF4,1
8339,TPCN1,1
8340,RAD21,1
8341,EMP1,1
8342,EMP2,1
8343,S100A11,1
8344,S100A1,1
8345,ISY1,1
8346,KRT5,1
8347,MST1,1
8348,MST1R,1
8349,GPKOW,1
8350,KRT2,1
8351,EFTUD2,1
8352,DHX8,1
8353,DHX38,1
8354,DHX16,1
8355,DHX15,1
8356,DDX46,1
8357,DDX42,1
8358,KRT3,1
8359,DDX23,1
8360,CWC25,1
8361,CWC15,1
8362,CTNNBL1,1
8363,CRNKL1,1
8364,CHERP,1
8365,CDC5L,1
8366,CDC40,1
8367,CCDC12,1
8368,BUD31,1
8369,KRT4,1
8370,HNRNPC,1
8371,HNRNPCL1,1
8372,HNRNPCL2,1
8373,DSG4,1
8374,ASPRV1,1
8375,BLMH,1
8376,CASP14,1
8377,CDSN,1
8378,MCOLN2,1
8379,CYP4F22,1
8380,DSC1,1
8381,MCOLN3,1
8382,MRLN,1
8383,DSG3,1
8384,HNRNPU,1
8385,HNRNPCL3,1
8386,DST,1
8387,HNRNPM,1
8388,EVPL,1
8389,FLG,1
8390,FLG2,1
8391,HRNR,1
8392,IVL,1
8393,HNRNPCL4,1
8394,KAZN,1
8395,KRT1,1
8396,BUD13,1
8397,KRT6A,1
8398,PRSS8,1
8399,KRT6B,1
8400,LCE2A,1
8401,LCE2B,1
8402,LCE2C,1
8403,LCE2D,1
8404,LCE3A,1
8405,LCE3B,1
8406,LCE3C,1
8407,LCE3D,1
8408,LCE3E,1
8409,LCE4A,1
8410,LCE5A,1
8411,LCE7A,1
8412,LORICRIN,1
8413,PADI1,1
8414,PADI2,1
8415,PADI3,1
8416,PADI6,1
8417,PCSK6,1
8418,PKP1,1
8419,AQR,1
8420,PRIM2,1
8421,PNPLA1,1
8422,PPL,1
8423,LCE1F,1
8424,LCE1E,1
8425,LCE1D,1
8426,KRT79,1
8427,KRT6C,1
8428,KRT7,1
8429,KRT71,1
8430,KRT72,1
8431,KRT73,1
8432,KRT74,1
8433,KRT75,1
8434,KRT76,1
8435,KRT77,1
8436,KRT78,1
8437,KRT8,1
8438,LCE1C,1
8439,KRT80,1
8440,KRT81,1
8441,KRT82,1
8442,KRT83,1
8443,KRT84,1
8444,KRT85,1
8445,KRT86,1
8446,BCAS2,1
8447,LCE1A,1
8448,LCE1B,1
8449,MIB2,1
